matrix,P,A,S,C,L/S,L/A,L/P,A/P,gA,gP,GenSD,VulSD,mJP,mJA,maxJP,maxJA,NODFst,N_LowHigh,#A,#P,meandegA,maxdegA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,11,32,43,0.25,2.0465,2.75,8,2.9091,0.30691,0.53977,3.4925,18.931,0.13202,0.14719,0.27246,0.58542,-0.098456,0,32,11,2.75,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,11,31,42,0.24927,2.0238,2.7419,7.7273,2.8182,0.41647,0.60094,3.744,10.978,0.14134,0.13679,0.32569,0.6063,-0.13323,0,31,11,2.7419,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,11,32,43,0.2358,1.9302,2.5938,7.5455,2.9091,0.3712,0.13673,3.0802,21.439,0.11851,0.14812,0.24528,0.61131,-0.03466,0,32,11,2.5938,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,10,29,39,0.26552,1.9744,2.6552,7.7,2.9,0.34751,0.27,3.1156,20.867,0.13856,0.16533,0.34184,0.66667,-0.10504,0,29,10,2.6552,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,10,31,41,0.25806,1.9512,2.5806,8,3.1,0.47592,0.52074,3.4478,15.549,0.14556,0.14561,0.31537,0.62688,-0.099432,0,31,10,2.5806,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,10,29,39,0.27931,2.0769,2.7931,8.1,2.9,0.42564,1.263,2.8307,17.684,0.14104,0.17567,0.35226,0.65435,-0.2917,0,29,10,2.7931,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,9,27,36,0.30453,2.0556,2.7407,8.2222,3,0.1633,0.14364,2.8025,30.148,0.1476,0.21787,0.31453,0.72531,-0.090685,0,27,9,2.7407,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,9,32,41,0.25,1.7561,2.25,8,3.5556,0.52945,0.43059,2.3564,18.762,0.12381,0.15706,0.27585,0.69375,-0.092606,0,32,9,2.25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,8,33,41,0.25,1.6098,2,8.25,4.125,0.54227,0.095917,1.8708,18.048,0.11254,0.15095,0.2247,0.76515,-0.14433,0,33,8,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,10,29,39,0.26897,2,2.6897,7.8,2.9,0.32808,1.3526,3.3796,8.8553,0.14947,0.1494,0.28217,0.60805,-0.11839,0,29,10,2.6897,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,13,29,42,0.24934,2.2381,3.2414,7.2308,2.2308,0.36123,0.66169,4.6373,18.937,0.13603,0.151,0.28971,0.51461,-0.039877,0,29,13,3.2414,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,10,31,41,0.24516,1.8537,2.4516,7.6,3.1,0.50551,0.22978,3.7363,15.698,0.16082,0.14385,0.34693,0.69462,-0.034756,0,31,10,2.4516,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,12,31,43,0.23387,2.0233,2.8065,7.25,2.5833,0.39889,0.46546,3.7944,19.582,0.11988,0.13706,0.26909,0.54455,-0.08976,0,31,12,2.8065,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,12,27,39,0.26543,2.2051,3.1852,7.1667,2.25,0.3784,0.39147,5.5195,9.5827,0.17109,0.14097,0.34006,0.54794,-0.13238,0,27,12,3.1852,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,11,31,42,0.24927,2.0238,2.7419,7.7273,2.8182,0.43745,0.26122,3.8756,18.957,0.14282,0.1497,0.29942,0.6447,-0.025433,0,31,11,2.7419,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,9,31,40,0.25806,1.8,2.3226,8,3.4444,0.56973,0.53257,3.3057,16,0.16294,0.15274,0.31657,0.70538,-0.10838,0,31,9,2.3226,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,9,30,39,0.27778,1.9231,2.5,8.3333,3.3333,0.40381,0.65801,2.9906,10.206,0.15184,0.15387,0.29224,0.66333,-0.10778,0,30,9,2.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,9,32,41,0.25347,1.7805,2.2813,8.1111,3.5556,0.52825,0.26863,2.1079,14.307,0.11762,0.15213,0.28217,0.69271,-0.26441,0,32,9,2.2813,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,9,32,41,0.26042,1.8293,2.3438,8.3333,3.5556,0.32873,0.26918,2.4981,16.137,0.12984,0.15488,0.25213,0.67083,-0.15119,0,32,9,2.3438,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,10,32,42,0.24063,1.8333,2.4063,7.7,3.2,0.43754,0.37623,3.0473,22.971,0.13171,0.15687,0.32219,0.69271,-0.0023334,0,32,10,2.4063,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,9,31,40,0.2724,1.9,2.4516,8.4444,3.4444,0.42725,0.35309,2.9581,17.465,0.14791,0.15991,0.31064,0.67796,-0.081072,0,31,9,2.4516,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,21,77,98,0.19048,3.1429,4,14.667,3.6667,0.42583,0.17678,12.087,196.79,0.14443,0.20424,0.32773,0.67657,0.63325,1,77,21,4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,22,70,92,0.13117,2.1957,2.8857,9.1818,3.1818,0.51684,0.2084,9.9546,83.079,0.18611,0.16074,0.4138,0.77153,0.77995,1,70,22,2.8857,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,26,70,96,0.16429,3.1146,4.2714,11.5,2.6923,0.42486,0.17776,18.85,100.32,0.18977,0.13603,0.37341,0.61398,0.57062,1,70,26,4.2714,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,26,49,75,0.094192,1.6,2.449,4.6154,1.8846,0.58766,0.22807,9.936,30.197,0.27958,0.28091,0.62738,0.72781,1.1982,1,49,26,2.449,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,21,76,97,0.2218,3.6495,4.6579,16.857,3.619,0.38406,0.28337,16.778,184.91,0.17946,0.16671,0.33103,0.61428,0.44027,1,76,21,4.6579,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,27,35,62,0.10582,1.6129,2.8571,3.7037,1.2963,0.46701,0.35025,13.404,14.264,0.31294,0.1554,0.68996,0.71375,1.2818,1,35,27,2.8571,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,28,69,97,0.17909,3.567,5.0145,12.357,2.4643,0.37064,0.26532,24.102,138.59,0.19709,0.19696,0.42896,0.6414,0.8183,1,69,28,5.0145,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,23,75,98,0.18261,3.2143,4.2,13.696,3.2609,0.3775,0.13416,14.969,183.16,0.15194,0.2034,0.34908,0.69376,0.85707,1,75,23,4.2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,24,44,68,0.097538,1.5147,2.3409,4.2917,1.8333,0.58888,0.30456,8.7726,21.717,0.2824,0.18065,0.6179,0.7875,1.1475,1,44,24,2.3409,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,18,64,82,0.082465,1.1585,1.4844,5.2778,3.5556,1.0011,0.11202,2.4668,75.116,0.25908,0.68105,0.52376,0.93192,0.97382,1,64,18,1.4844,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,21,49,70,0.12731,1.8714,2.6735,6.2381,2.3333,0.56306,0.15961,9.0232,41.656,0.22448,0.16347,0.52098,0.75522,0.96531,1,49,21,2.6735,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,28,69,97,0.18219,3.6289,5.1014,12.571,2.4643,0.38544,0.38872,29.281,70.903,0.24135,0.094587,0.42731,0.54736,0.38768,1,69,28,5.1014,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,21,71,92,0.17438,2.8261,3.662,12.381,3.381,0.48302,0.25395,12.41,131.11,0.16347,0.1874,0.3372,0.70391,0.75612,1,71,21,3.662,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,22,58,80,0.15282,2.4375,3.3621,8.8636,2.6364,0.49961,0.086346,13.221,77.624,0.21052,0.1672,0.44238,0.71878,0.88415,1,58,22,3.3621,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,27,51,78,0.098765,1.7436,2.6667,5.037,1.8889,0.56204,0.20909,9.3701,42.154,0.22435,0.35833,0.61236,0.78502,1.5315,1,51,27,2.6667,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,21,64,85,0.21726,3.4353,4.5625,13.905,3.0476,0.4375,0.42459,23.005,77.407,0.28938,0.10509,0.42478,0.68711,0.3457,1,64,21,4.5625,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,21,80,101,0.17857,2.9703,3.75,14.286,3.8095,0.44789,0.13511,12.901,175.55,0.16222,0.16935,0.31554,0.6732,0.59593,1,80,21,3.75,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,26,71,97,0.13489,2.567,3.507,9.5769,2.7308,0.38719,0.11773,9.7384,129.46,0.091283,0.29327,0.31319,0.75224,1.3925,1,71,26,3.507,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,28,74,102,0.18629,3.7843,5.2162,13.786,2.6429,0.30445,0.20552,18.543,206.37,0.12741,0.25353,0.33223,0.65529,0.86914,1,74,28,5.2162,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,25,61,86,0.068852,1.2209,1.7213,4.2,2.44,0.83719,0.20757,4.8902,42.47,0.36364,0.48003,0.62941,0.89427,1.335,1,61,25,1.7213,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,26,69,95,0.22352,4.2211,5.8116,15.423,2.6538,0.3425,0.20205,28.248,134.61,0.20227,0.14225,0.37171,0.54078,0.42115,1,69,26,5.8116,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,20,73,93,0.18699,2.9355,3.7397,13.65,3.65,0.42878,0.17442,10.374,183.26,0.13191,0.2335,0.29396,0.70141,0.87049,1,73,20,3.7397,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,21,72,93,0.12434,2.0215,2.6111,8.9524,3.4286,0.63312,0.12779,5.9696,128.19,0.10564,0.39274,0.28308,0.80159,1.4118,1,72,21,2.6111,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,22,73,95,0.1731,2.9263,3.8082,12.636,3.3182,0.40036,0.08986,10.168,185.41,0.097683,0.25137,0.27638,0.73398,0.89664,1,73,22,3.8082,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,23,75,98,0.18087,3.1837,4.16,13.565,3.2609,0.40075,0.21336,14.016,188.71,0.15538,0.23754,0.35864,0.71851,0.8768,1,75,23,4.16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,19,62,81,0.1528,2.2222,2.9032,9.4737,3.2632,0.55429,0.17579,7.8275,90.228,0.14699,0.19046,0.35463,0.75678,0.80375,1,62,19,2.9032,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,29,71,100,0.17678,3.64,5.1268,12.552,2.4483,0.3656,0.2101,23.763,139.23,0.16642,0.17094,0.38824,0.61711,0.77067,1,71,29,5.1268,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,25,74,99,0.19027,3.5556,4.7568,14.08,2.96,0.39289,0.52723,24.557,109.51,0.23938,0.11996,0.41626,0.59359,0.40362,1,74,25,4.7568,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,19,71,90,0.106,1.5889,2.0141,7.5263,3.7368,0.75689,0.080227,3.6587,109.97,0.094839,0.49325,0.31889,0.83875,1.2269,1,71,19,2.0141,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,25,73,98,0.17534,3.2653,4.3836,12.8,2.92,0.42854,0.1827,17.816,124.76,0.17098,0.14362,0.34773,0.58305,0.61016,1,73,25,4.3836,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,21,66,87,0.077201,1.2299,1.6212,5.0952,3.1429,0.90015,0.1246,3.2144,66.001,0.22615,0.59565,0.54449,0.89226,1.0506,1,66,21,1.6212,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,23,74,97,0.1557,2.732,3.5811,11.522,3.2174,0.4828,0.11348,11.751,154.97,0.15215,0.23675,0.3811,0.74405,0.84291,1,74,23,3.5811,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,27,66,93,0.17172,3.2903,4.6364,11.333,2.4444,0.40851,0.16968,23.622,98.451,0.21893,0.14242,0.43053,0.63953,0.76478,1,66,27,4.6364,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,21,51,72,0.1606,2.3889,3.3725,8.1905,2.4286,0.44193,0.37796,12.85,39.248,0.20271,0.097795,0.38511,0.63711,0.41738,1,51,21,3.3725,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,23,72,95,0.14674,2.5579,3.375,10.565,3.1304,0.51447,0.15366,9.0355,150.12,0.10078,0.26962,0.34427,0.79758,1.2116,1,72,23,3.375,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,27,72,99,0.1286,2.5253,3.4722,9.2593,2.6667,0.468,0.13369,12.539,120.93,0.13703,0.29716,0.36062,0.78866,1.417,1,72,27,3.4722,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,22,67,89,0.17096,2.8315,3.7612,11.455,3.0455,0.48641,0.15133,13.673,136.03,0.17662,0.21578,0.38541,0.72563,0.98137,1,67,22,3.7612,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,23,68,91,0.11445,1.967,2.6324,7.7826,2.9565,0.65119,0.12568,6.3494,103.59,0.094844,0.38894,0.33893,0.82814,1.5067,1,68,23,2.6324,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,25,56,81,0.12857,2.2222,3.2143,7.2,2.24,0.47279,0.3051,14.63,58.971,0.31575,0.20847,0.6307,0.73679,1.1066,1,56,25,3.2143,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,22,68,90,0.20053,3.3333,4.4118,13.636,3.0909,0.40047,0.16496,15.939,153.68,0.1695,0.19233,0.36435,0.61402,0.54342,1,68,22,4.4118,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,22,67,89,0.15807,2.618,3.4776,10.591,3.0455,0.49145,0.21998,11.837,119.99,0.17082,0.23095,0.36704,0.69819,1.0178,1,67,22,3.4776,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,29,49,78,0.12667,2.3077,3.6735,6.2069,1.6897,0.43736,0.18848,20.431,29.599,0.2744,0.09741,0.61714,0.62624,0.92724,1,49,29,3.6735,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,28,53,81,0.15094,2.7654,4.2264,8,1.8929,0.41719,0.17541,21.94,41.082,0.2155,0.098829,0.42424,0.59283,0.67729,1,53,28,4.2264,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,20,49,69,0.085714,1.2174,1.7143,4.2,2.45,0.78547,0.16067,4.1991,42.54,0.27449,0.6845,0.70972,0.87562,0.78041,1,49,20,1.7143,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,21,80,101,0.21964,3.6535,4.6125,17.571,3.8095,0.3829,0.18235,16.663,237.15,0.17203,0.19098,0.3211,0.65324,0.56216,1,80,21,4.6125,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,20,59,79,0.15508,2.3165,3.1017,9.15,2.95,0.52697,0.21595,11.238,70.955,0.22129,0.15107,0.45879,0.75053,0.68569,1,59,20,3.1017,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,24,71,95,0.16608,2.9789,3.9859,11.792,2.9583,0.47321,0.14358,15.562,131.9,0.16663,0.1805,0.39972,0.70064,0.84611,1,71,24,3.9859,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,21,53,74,0.16262,2.4459,3.4151,8.619,2.5238,0.45934,0.11901,13.115,72.547,0.21314,0.22184,0.41624,0.66284,0.93187,1,53,21,3.4151,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,22,73,95,0.13076,2.2105,2.8767,9.5455,3.3182,0.56043,0.23605,7.8041,124.1,0.12585,0.28191,0.30294,0.7844,1.1536,1,73,22,2.8767,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,20,47,67,0.14362,2.0149,2.8723,6.75,2.35,0.50226,0.17214,10.051,47.874,0.21758,0.20155,0.48166,0.81643,0.98802,1,47,20,2.8723,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,24,67,91,0.15796,2.7912,3.791,10.583,2.7917,0.49599,0.25684,16.637,54.585,0.20555,0.089172,0.35735,0.607,0.31949,1,67,24,3.791,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,20,71,91,0.14507,2.2637,2.9014,10.3,3.55,0.5792,0.086756,7.8031,130.68,0.12322,0.28203,0.27772,0.75472,1.0964,1,71,20,2.9014,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,28,69,97,0.16511,3.2887,4.6232,11.393,2.4643,0.38619,0.18664,21.438,120.38,0.1972,0.18026,0.42259,0.63121,0.8253,1,69,28,4.6232,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,20,69,89,0.16812,2.6067,3.3623,11.6,3.45,0.51611,0.11053,9.8192,157.68,0.15387,0.27788,0.36895,0.74112,0.99996,1,69,20,3.3623,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,24,65,89,0.15256,2.6742,3.6615,9.9167,2.7083,0.46757,0.36691,16.607,73.684,0.23329,0.13115,0.43355,0.71731,0.6614,1,65,24,3.6615,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,27,42,69,0.12787,2.1014,3.4524,5.3704,1.5556,0.41278,0.23252,18.943,13.083,0.28457,0.062033,0.53266,0.62402,0.56751,1,42,27,3.4524,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,19,77,96,0.19275,2.9375,3.6623,14.842,4.0526,0.48703,0.20749,11.251,144.01,0.15822,0.14286,0.3075,0.67811,0.38852,1,77,19,3.6623,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,18,68,86,0.089869,1.2791,1.6176,6.1111,3.7778,1.0085,0.086144,2.2538,93.808,0.077937,0.65278,0.34857,0.89802,1.0622,1,68,18,1.6176,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,27,70,97,0.1836,3.5773,4.9571,12.852,2.5926,0.37366,0.2468,22.934,119.96,0.1742,0.13794,0.38147,0.55729,0.54354,1,70,27,4.9571,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,29,71,100,0.1525,3.14,4.4225,10.828,2.4483,0.42396,0.23149,21.271,119.91,0.19899,0.19459,0.41157,0.65767,1.022,1,71,29,4.4225,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,24,71,95,0.17606,3.1579,4.2254,12.5,2.9583,0.4347,0.14599,16.211,145.31,0.17938,0.20726,0.36823,0.67492,0.84068,1,71,24,4.2254,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,20,57,77,0.11579,1.7143,2.3158,6.6,2.85,0.6585,0.21164,6.3746,59.627,0.29711,0.21709,0.60119,0.84313,1.1786,1,57,20,2.3158,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,21,77,98,0.22202,3.6633,4.6623,17.095,3.6667,0.37682,0.40907,18.613,151.17,0.20742,0.14069,0.33579,0.59377,0.35169,1,77,21,4.6623,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,23,71,94,0.099816,1.734,2.2958,7.087,3.087,0.66159,0.10801,5.575,100.63,0.12294,0.49699,0.40151,0.84965,1.5126,1,71,23,2.2958,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,19,60,79,0.12018,1.7342,2.2833,7.2105,3.1579,0.61841,0.13017,5.9019,77.309,0.2056,0.32017,0.53469,0.83907,1.1217,1,60,19,2.2833,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,20,73,93,0.16644,2.6129,3.3288,12.15,3.65,0.5107,0.12102,11.492,134.04,0.17832,0.18015,0.34823,0.75886,0.79289,1,73,20,3.3288,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,22,63,85,0.098124,1.6,2.1587,6.1818,2.8636,0.71768,0.15331,5.2765,70.267,0.1697,0.39297,0.50522,0.83399,1.3828,1,63,22,2.1587,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,24,74,98,0.15541,2.8163,3.7297,11.5,3.0833,0.44867,0.26882,15.025,135.86,0.20098,0.2018,0.39236,0.7034,0.93572,1,74,24,3.7297,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,19,72,91,0.2098,3.1538,3.9861,15.105,3.7895,0.4203,0.13011,13.505,168.2,0.18444,0.17546,0.34116,0.6669,0.517,1,72,19,3.9861,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,24,75,99,0.17667,3.2121,4.24,13.25,3.125,0.36576,0.22141,14.552,151.84,0.14574,0.17404,0.3337,0.60586,0.59356,1,75,24,4.24,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,24,74,98,0.18637,3.3776,4.473,13.792,3.0833,0.42726,0.29742,19.182,139.35,0.18628,0.1421,0.38626,0.64125,0.58609,1,74,24,4.473,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
